player_id,team_id,fifa_code,model_version,primary_position,best_role,overall_estimate,pace,shooting,passing,defending,goalkeeping,physical,mentality,form,role_gk,role_cb,role_fb,role_dm,role_cm,role_am,role_wg,role_st,confidence_score,uncertainty,is_estimated,notes
01b4b172-1846-599e-af1e-241512131a6e,haiti,HAI,rating-model-2026.06.24-v1,GK,GK,69,51,22,63,51,75,69,66,59,69,50,48,50,50,46,45,42,0.571,0.429,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
01d7c662-fb23-5c82-99b1-f85e1b62ce35,morocco,MAR,rating-model-2026.06.24-v1,DF,CB,69,66,40,69,74,10,71,69,64,34,69,66,66,61,57,57,53,0.629,0.371,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
02088a36-0027-5112-be73-88db5444177d,germany,GER,rating-model-2026.06.24-v1,MF,DM,70,67,62,78,65,10,65,76,66,35,64,65,70,70,69,66,63,0.687,0.313,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0214f518-43cd-5287-a448-5fab978b09bf,iran,IRN,rating-model-2026.06.24-v1,MF,DM,71,64,63,79,66,10,66,78,66,35,65,65,71,71,70,66,63,0.679,0.321,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0269eb67-127d-57ac-bd69-7474d3c7e5ca,haiti,HAI,rating-model-2026.06.24-v1,MF,CM,68,67,58,75,61,10,67,73,62,34,62,63,67,68,67,64,61,0.643,0.357,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
029ba144-0357-51e0-9b57-0c1367d0623b,cabo-verde,CPV,rating-model-2026.06.24-v1,FW,ST,69,71,72,67,42,10,69,71,62,33,53,57,57,61,65,68,69,0.644,0.356,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
02a40f79-8375-5996-ba05-871c6a2f540c,norway,NOR,rating-model-2026.06.24-v1,DF,CB,70,67,41,70,74,10,72,71,64,35,70,67,67,62,58,58,54,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
02a9186b-cbf9-519e-ad4e-da60ddc16ee6,jordan,JOR,rating-model-2026.06.24-v1,DF,CB,69,66,38,68,73,10,72,69,62,34,69,66,65,61,56,56,52,0.627,0.373,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
02ad3db6-5281-5e3d-8c57-aae91bd6b114,congo-dr,COD,rating-model-2026.06.24-v1,DF,CB,69,66,39,69,73,10,70,71,64,35,69,66,66,61,57,57,53,0.664,0.336,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
02e33741-224b-5773-a781-16ff2e814ebc,austria,AUT,rating-model-2026.06.24-v1,DF,CB,70,67,39,69,74,10,73,70,64,35,70,67,66,62,57,57,53,0.625,0.375,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0347f5b9-f98a-51dc-a881-02b32cf13c2a,panama,PAN,rating-model-2026.06.24-v1,DF,CB,70,65,39,68,75,10,75,70,63,35,70,67,66,62,57,57,53,0.643,0.357,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
03f30626-6e5f-5ea8-aee2-6e5517f8f304,portugal,POR,rating-model-2026.06.24-v1,MF,CM,69,66,59,76,64,10,63,74,65,34,62,63,68,69,67,65,61,0.686,0.314,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
045f0118-65a3-5489-a6fc-ee50acd306ef,scotland,SCO,rating-model-2026.06.24-v1,GK,GK,73,35,24,67,57,80,69,72,63,73,53,48,53,52,47,43,42,0.667,0.333,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0505592d-efc6-5344-a707-e58b897a4dc8,paraguay,PAR,rating-model-2026.06.24-v1,DF,CB,68,57,41,66,74,10,71,68,61,34,68,64,64,60,55,54,51,0.627,0.373,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
05121d3e-ff86-5fad-8bf6-d69d411dffeb,new-zealand,NZL,rating-model-2026.06.24-v1,MF,CM,67,67,52,74,60,10,66,72,61,34,61,62,66,67,65,63,58,0.642,0.358,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
053e3c46-574f-5a7f-9640-c663a523cd5b,ghana,GHA,rating-model-2026.06.24-v1,FW,ST,69,64,76,67,44,10,66,73,62,33,53,57,57,61,65,67,69,0.649,0.351,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
055aacdf-7ef0-548b-b7be-a35f69206216,egypt,EGY,rating-model-2026.06.24-v1,GK,GK,66,41,22,60,50,72,69,61,58,66,48,45,48,48,43,41,40,0.574,0.426,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
05941272-55a9-5887-bfe7-6abc776a1b1f,czechia,CZE,rating-model-2026.06.24-v1,DF,CB,68,64,38,66,72,10,72,67,61,34,68,64,64,60,55,55,51,0.592,0.408,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
05dc5015-4e8e-55d9-afdd-d26a8929374d,south-africa,RSA,rating-model-2026.06.24-v1,DF,CB,69,63,41,68,73,10,69,71,62,34,69,65,65,61,56,56,52,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0603f19c-7be3-5933-9838-2f89273fb097,canada,CAN,rating-model-2026.06.24-v1,MF,DM,69,69,53,77,63,10,66,75,65,35,63,64,69,69,67,65,60,0.669,0.331,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
062b88a0-149c-55b1-968d-862162711bb4,england,ENG,rating-model-2026.06.24-v1,MF,CM,71,66,61,78,65,10,67,76,66,35,64,65,70,71,69,66,63,0.693,0.307,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
06670a83-eb36-5bef-adcb-a4607bf857d0,japan,JPN,rating-model-2026.06.24-v1,MF,CM,70,63,63,78,65,10,64,76,65,35,63,64,69,70,69,65,63,0.682,0.318,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
06705efd-cd85-5019-a17c-be4a92ce48ac,cote-divoire,CIV,rating-model-2026.06.24-v1,MF,CM,66,68,53,73,60,10,62,70,62,33,60,61,65,66,64,63,58,0.592,0.408,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
069eee74-e120-5c6d-b6e5-ea53a9d9dcfb,argentina,ARG,rating-model-2026.06.24-v1,DF,CB,71,67,42,72,75,10,70,73,67,35,71,68,68,63,59,59,54,0.696,0.304,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
06d5b455-1f2f-5083-9a5e-a2778250e9e9,tunisia,TUN,rating-model-2026.06.24-v1,MF,DM,67,66,55,74,61,10,66,72,62,34,61,62,67,67,65,63,59,0.621,0.379,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
06e49c25-944b-5d42-8ce8-8d66c5fcc6b5,new-zealand,NZL,rating-model-2026.06.24-v1,FW,ST,68,71,72,66,42,10,68,71,61,33,53,57,56,60,64,67,68,0.642,0.358,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
07207520-4fa5-504a-8315-2f6516890b83,ecuador,ECU,rating-model-2026.06.24-v1,FW,ST,70,72,72,70,45,10,67,74,65,34,54,59,58,63,67,69,70,0.677,0.323,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
072e5a76-c5c4-5477-a691-ec3e22988122,saudi-arabia,KSA,rating-model-2026.06.24-v1,DF,CB,69,66,41,70,73,10,68,73,64,35,69,66,66,62,58,57,53,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
077f017b-3ddc-51e8-a8e5-bf2ad7d70d72,morocco,MAR,rating-model-2026.06.24-v1,DF,CB,70,68,40,71,74,10,71,72,66,35,70,67,67,63,58,58,54,0.661,0.339,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
07aa22ca-3694-5563-9dda-179b9c3ded2d,uruguay,URU,rating-model-2026.06.24-v1,FW,WG,69,73,71,70,45,10,67,74,66,34,55,59,58,63,67,69,69,0.683,0.317,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
086aab53-09cd-514b-8620-ff1caac1482b,colombia,COL,rating-model-2026.06.24-v1,DF,CB,71,61,42,70,76,10,71,73,65,35,71,66,67,62,58,57,54,0.685,0.315,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
08bf38e1-579f-5ae2-9072-de5881acf2a5,brazil,BRA,rating-model-2026.06.24-v1,MF,DM,71,69,58,79,65,10,68,77,67,36,65,66,71,71,69,67,63,0.69,0.31,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
08c2e919-cc46-524c-820c-60f83749b88e,haiti,HAI,rating-model-2026.06.24-v1,MF,CM,66,68,52,73,59,10,64,71,61,33,60,61,65,66,64,62,58,0.591,0.409,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0925c064-4017-59de-9ad6-7cf789640993,japan,JPN,rating-model-2026.06.24-v1,DF,CB,70,67,39,70,74,10,73,70,65,35,70,67,67,62,58,58,53,0.642,0.358,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
095b1737-65ef-5ba5-9f4d-6fb6117a51f4,egypt,EGY,rating-model-2026.06.24-v1,FW,WG,69,71,71,70,45,10,66,75,65,34,54,59,58,63,66,69,69,0.674,0.326,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
09b8d900-be4b-50e6-b0bf-899fa9257360,uzbekistan,UZB,rating-model-2026.06.24-v1,MF,CM,65,66,52,71,58,10,69,67,60,33,59,60,64,65,63,61,58,0.57,0.43,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
09e33ae2-b910-55a4-baa6-6f02c8339b7c,south-africa,RSA,rating-model-2026.06.24-v1,DF,CB,69,65,43,69,73,10,67,72,63,34,69,66,66,61,57,57,53,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0a191aff-4bdf-5b06-a376-9fa533414e28,japan,JPN,rating-model-2026.06.24-v1,MF,CM,71,68,60,78,65,10,65,77,66,35,64,65,70,71,69,66,63,0.682,0.318,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0a44613e-6287-52d4-b2e0-445b948e5d70,uzbekistan,UZB,rating-model-2026.06.24-v1,DF,CB,71,65,41,70,75,10,72,73,64,35,71,67,67,63,58,58,54,0.662,0.338,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0a7b668b-8e2e-532f-ac1b-fe654f7e9582,bosnia-and-herzegovina,BIH,rating-model-2026.06.24-v1,DF,CB,69,64,40,66,73,10,73,68,61,34,69,65,65,60,56,56,52,0.618,0.382,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0ad0db92-25d5-59ca-bf7c-d236b62fd165,japan,JPN,rating-model-2026.06.24-v1,DF,CB,70,59,42,69,76,10,70,72,64,35,70,66,66,62,57,56,53,0.682,0.318,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0b427c06-34cd-5c4e-ad4a-6a0edd1f03cf,austria,AUT,rating-model-2026.06.24-v1,DF,CB,72,66,45,71,77,10,73,73,65,36,72,68,68,64,59,59,55,0.677,0.323,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0b5a15f4-ef77-5c44-b66c-68b312cc084a,south-africa,RSA,rating-model-2026.06.24-v1,GK,GK,70,51,22,65,52,76,69,67,61,70,51,49,51,51,47,45,42,0.585,0.415,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0b64b8db-2499-5e82-bdf3-191668a62dd7,congo-dr,COD,rating-model-2026.06.24-v1,MF,DM,69,68,56,77,63,10,68,75,64,35,63,64,69,69,68,65,61,0.664,0.336,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0b655254-68e0-53de-871d-a1f8d0af0994,saudi-arabia,KSA,rating-model-2026.06.24-v1,DF,CB,70,65,42,69,74,10,72,72,63,35,70,67,67,62,58,57,54,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0b976206-41e5-5405-ae24-04e64ee087e0,bosnia-and-herzegovina,BIH,rating-model-2026.06.24-v1,DF,CB,69,66,38,65,73,10,76,66,60,34,69,65,65,60,55,56,52,0.574,0.426,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0bbffa76-c1a6-5656-98b7-abc434947fe3,scotland,SCO,rating-model-2026.06.24-v1,DF,CB,70,59,42,69,76,10,71,72,63,35,70,66,66,62,57,56,53,0.667,0.333,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0c2de4d0-2376-5792-a3ee-924da4d78b09,colombia,COL,rating-model-2026.06.24-v1,FW,ST,68,67,72,68,44,10,68,71,64,33,53,57,57,61,65,67,68,0.673,0.327,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0c667344-4199-5b34-9f5f-d67f61263d87,korea-republic,KOR,rating-model-2026.06.24-v1,FW,ST,71,67,78,70,46,10,67,75,65,34,55,59,59,63,67,69,71,0.676,0.324,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0c87b200-7ca6-58b2-b05e-201fa3a1bbd1,netherlands,NED,rating-model-2026.06.24-v1,DF,CB,73,66,48,72,78,10,73,75,67,36,73,69,70,65,61,60,57,0.689,0.311,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0c88146a-27a7-5345-8d60-04c70c1c2457,cabo-verde,CPV,rating-model-2026.06.24-v1,MF,CM,67,66,54,74,61,10,66,72,61,34,61,62,66,67,65,63,59,0.624,0.376,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0c9ec84c-18b4-5970-9c75-4a930ca3162e,canada,CAN,rating-model-2026.06.24-v1,GK,GK,67,50,22,60,50,74,70,61,59,67,49,47,49,48,45,44,41,0.573,0.427,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0d0ce68a-c196-587f-b686-49ed3d19de7f,ghana,GHA,rating-model-2026.06.24-v1,FW,WG,66,69,68,66,42,10,65,70,61,32,52,56,55,59,63,66,66,0.649,0.351,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0d73b3a3-7033-53af-b74e-77eff015b15f,france,FRA,rating-model-2026.06.24-v1,GK,GK,77,55,24,72,58,85,73,74,67,77,56,54,56,56,51,49,46,0.695,0.305,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0de1e715-ae58-5165-8f9d-16aa3c724acd,czechia,CZE,rating-model-2026.06.24-v1,FW,ST,69,69,72,67,43,10,72,71,63,33,54,58,57,61,65,68,69,0.66,0.34,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0e33080a-f15d-5e58-a61f-1292459ef18b,brazil,BRA,rating-model-2026.06.24-v1,FW,WG,70,74,70,71,45,10,70,74,66,34,55,60,59,63,67,70,70,0.69,0.31,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0e77a6a5-2619-52a9-aff0-44285baee0f9,haiti,HAI,rating-model-2026.06.24-v1,FW,ST,68,71,72,67,42,10,66,71,61,32,52,57,56,60,65,67,68,0.643,0.357,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0e86558d-2210-5a99-b484-a7483403b0e2,portugal,POR,rating-model-2026.06.24-v1,MF,DM,70,70,57,78,64,10,69,75,66,35,64,65,70,70,69,66,62,0.67,0.33,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0eaa8d40-1a7c-591b-966e-a70bf34152fa,saudi-arabia,KSA,rating-model-2026.06.24-v1,DF,CB,69,66,39,69,72,10,69,71,63,34,69,66,65,61,57,57,52,0.657,0.343,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0edb7abe-8432-58d8-bbee-3eda558eb5a2,canada,CAN,rating-model-2026.06.24-v1,MF,CM,70,62,61,78,65,10,64,77,65,35,63,64,69,70,68,65,62,0.673,0.327,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0f6dfdf6-e6ce-51a6-8725-092ae0b7e409,argentina,ARG,rating-model-2026.06.24-v1,MF,DM,71,69,60,79,65,10,67,77,67,36,65,66,71,71,70,67,63,0.696,0.304,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0f88b532-5c8a-57cc-98f6-08f671050509,united-states,USA,rating-model-2026.06.24-v1,MF,CM,72,69,62,80,65,10,68,78,67,36,65,66,71,72,71,68,64,0.682,0.318,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0fa7c620-1437-542e-88e3-9bcd91e8c36a,haiti,HAI,rating-model-2026.06.24-v1,FW,WG,65,71,67,63,39,10,68,66,59,31,50,55,54,58,62,65,65,0.559,0.441,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
0fe7b73c-c43e-5e45-88c6-b82357f6e260,saudi-arabia,KSA,rating-model-2026.06.24-v1,DF,CB,67,65,38,66,71,10,71,67,61,34,67,64,64,59,55,55,51,0.589,0.411,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
101dbf0a-d102-5573-b811-b7d6a4a2382c,uzbekistan,UZB,rating-model-2026.06.24-v1,FW,WG,67,72,68,67,42,10,68,70,62,33,53,57,56,60,64,67,67,0.618,0.382,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
102c0e8c-2369-58ed-942c-581c4adf6ebe,curacao,CUW,rating-model-2026.06.24-v1,FW,ST,65,65,67,65,42,10,66,70,61,32,51,55,55,59,62,64,65,0.644,0.356,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
1033d94a-3c12-5466-a50e-85842c4af5fd,scotland,SCO,rating-model-2026.06.24-v1,FW,ST,70,71,73,69,45,10,69,74,64,34,55,59,58,63,66,69,70,0.667,0.333,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
10d3607d-1563-50fc-95bc-a3784955b144,mexico,MEX,rating-model-2026.06.24-v1,MF,CM,71,66,59,78,65,10,67,77,66,35,64,65,70,71,69,66,62,0.684,0.316,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
10f488ce-55d6-55c3-a187-dd637d15c22b,switzerland,SUI,rating-model-2026.06.24-v1,FW,WG,71,73,74,72,46,10,69,76,66,34,56,60,60,64,68,71,71,0.681,0.319,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
11476f6f-cfae-573b-93a1-54228b5fe901,france,FRA,rating-model-2026.06.24-v1,FW,WG,70,73,70,71,46,10,72,75,67,34,56,60,60,64,67,70,70,0.695,0.305,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
1148200d-6e14-56d1-9e01-08372807c8b7,colombia,COL,rating-model-2026.06.24-v1,GK,GK,75,44,24,71,59,82,68,75,66,75,55,51,55,55,50,46,44,0.685,0.315,true,"Estimated from official squad facts, FIFA team ranking context, and documented Phase 4 formulas. | Preferred foot, detailed league quality, and fine-grained positions are not present in the official squad source."
